,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),FuelTreatment,TSLF(months),PDepth>0.01in,PDepth>0.1in,PDepth>1in,SDepth>1in,DaysT<32d,DaysT>70d,DaysT>90d,HighestDaySnow,HighestDayRain,HighestDayTemp,TotalRain,TotalSnow,AvgMonthMax
1077,RAMSEY,38.395,-120.157,2012,8,466.56,0.72,118.44,192.87,149.04,0,0,84.5,84.5,12.0,3.6219934355604733,26.333333333333332,85.0,10.0,69.93284063216659,64.8,29.433333333333337,1064.9,374.4655954594603,13.623333333333333
1079,HIRAM,38.442,-119.912,1999,8,1141.65,26.64,330.21,405.54,213.12,0,1,79.66666666666667,64.38888888888889,6.666666666666667,18.0,16.055555555555557,115.77777777777777,4.833333333333333,282.0,51.06666666666667,31.90555555555555,695.9666666666667,1891.0,15.44222222222222
1082,WRAGG,38.481,-122.069,2015,7,3262.41,7.29,301.32,1034.37,1870.11,0,0,40.2,18.6,2.6,0.0,0.0,244.27272727272728,104.63636363636364,0.0,66.78,42.654545454545456,283.82,0.0,25.683636363636367
1083,CANNON,38.488,-119.464,2002,6,10159.74,33.93,1839.33,3487.5,3666.78,0,1,36.73913043478261,29.347826086956523,4.173913043478261,12.0,44.4,66.8,0.0,305.0,56.66521739130435,30.2,348.395652173913,1251.0,11.26
1084,POWER,38.502,-120.28,2004,10,6985.17,19.17,1267.2,2268.36,3406.77,0,0,48.888888888888886,41.05555555555556,15.222222222222221,7.944444444444445,2.75,126.41666666666667,5.833333333333333,232.83333333333334,87.11111111111111,33.35,1010.7222222222222,1263.1666666666667,16.11
1085,MEYERS,38.50605403,-123.2038079,2020,8,946.53,0.45,444.33,264.33,235.62,0,0,67.0,44.0,9.0,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,73.9,39.51175228921307,745.8,374.4655954594603,21.800804610486804
1086,SLINK,38.52241737,-119.5658973,2020,8,10792.26,15.75,2814.84,4543.02,2520.72,1,0,48.75,36.9375,2.375,7.0,12.277777777777779,131.77777777777777,37.05555555555556,279.0,30.69375,32.84444444444444,322.9875,774.0,16.94555555555555
1087,WINTER,38.526,-122.054,2017,7,1004.31,0.81,143.91,732.87,104.76,0,0,63.0,41.6,13.6,0.0,0.0,216.57142857142858,101.76190476190476,0.0,67.44000000000001,43.23809523809523,889.32,0.0,24.846190476190475
1088,BERRYESSA,38.529,-122.244,2000,6,1954.08,4.68,606.96,1245.87,96.57,0,0,86.5625,58.375,9.1875,0.0,0.0,184.25,50.875,0.0,53.56875,40.51875,845.5812500000001,0.0,21.7275
1089,LATROBE INCIDENT,38.529,-121.048,2017,7,643.95,0.0,48.78,490.68,104.49,0,0,71.66666666666667,54.666666666666664,15.666666666666666,3.6219934355604733,0.0,201.0,101.0,69.93284063216659,58.86666666666667,44.4,1049.0333333333333,374.4655954594603,24.34
1090,COLD,38.536,-122.077,2016,8,2545.02,14.76,507.96,1678.32,284.58,0,0,70.6,46.7,5.6,0.0,0.0,237.52380952380952,102.14285714285714,0.0,58.539999999999985,41.15238095238096,573.9200000000002,0.0,25.041428571428572
1091,GOLDEN,38.536,-119.529,2000,8,700.92,0.18,124.02,342.9,208.26,0,10,81.375,81.375,8.5,11.0,9.947368421052632,118.47368421052632,9.947368421052632,267.0,63.5125,34.17368421052631,606.4368421052632,1027.0,15.720526315789474
1092,GLASS,38.53799987,-122.5461373,2020,9,27217.44,60.3,6179.76,10159.65,10561.05,0,0,60.714285714285715,30.571428571428573,1.4285714285714286,3.6219934355604733,0.0,209.57142857142858,61.42857142857143,69.93284063216659,28.399999999999995,42.51428571428571,332.2571428571429,374.4655954594603,23.291428571428565
1093,MONTICELLO,38.538,-122.07,2014,7,2826.72,1.35,378.81,1992.33,381.33,0,0,58.5,37.6,4.9,0.0,0.0,248.71428571428572,115.61904761904762,0.0,65.03999999999999,42.342857142857156,570.53,0.0,26.078095238095244
1094,LARSON,38.551,-119.513,2007,6,491.76,3.15,138.78,237.69,89.91,0,0,55.55555555555556,55.55555555555556,4.555555555555555,3.6219934355604733,28.9,84.2,10.4,69.93284063216659,39.22222222222222,30.630000000000003,499.2555555555556,374.4655954594603,13.328999999999999
1095,WINTERS,38.552,-121.994,1989,5,420.39,6.39,0.0,413.64,0.0,0,1,54.0,29.8,3.2,0.0,0.0,215.0,83.6,0.0,37.559999999999995,42.88,363.14,0.0,23.81
1096,MOUNTAIN VIEW,38.55783911,-119.4114122,2020,11,5123.52,20.52,626.85,1685.07,2170.44,0,0,45.69230769230769,31.153846153846153,1.0769230769230769,7.0,9.866666666666667,142.93333333333334,43.2,279.0,23.323076923076925,33.593333333333334,241.81538461538463,774.0,17.685333333333332
1097,WOLF CREEK,38.561,-119.721,2010,7,488.16,2.25,187.83,194.85,97.47,0,1,90.08333333333333,90.08333333333333,18.583333333333332,3.6219934355604733,31.714285714285715,61.42857142857143,5.571428571428571,69.93284063216659,87.0,27.821428571428573,1387.2749999999999,374.4655954594603,11.575714285714286
1098,SCOTT,38.565,-121.047,1996,8,3572.1,0.0,170.37,1578.24,1821.15,0,0,56.14283365876301,36.1994151940461,5.518378384741276,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,54.812286799367186,39.51175228921307,548.5262273578717,0.0,21.800804610486804
1099,GRANT FIRE,38.56711914,-121.1545024,2020,6,2043.36,6.57,120.06,1573.92,41.94,0,0,40.0,20.833333333333332,2.1666666666666665,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,37.65,39.51175228921307,292.49999999999994,374.4655954594603,21.800804610486804
1100,TUBBS,38.568,-122.68,2017,10,14927.22,21.51,6982.11,4818.96,2968.47,0,0,82.66666666666667,54.666666666666664,18.333333333333332,3.6219934355604733,0.0,191.5,36.0,69.93284063216659,83.3,43.3,1207.2,374.4655954594603,22.165
1101,SAND,38.575,-120.79,2014,7,1787.13,39.51,594.45,782.46,370.26,0,0,60.84615384615385,44.23076923076923,10.846153846153847,3.6219934355604733,0.0,232.0,104.0,69.93284063216659,109.21538461538464,42.8,862.1153846153846,374.4655954594603,25.26
1102,WALKER COMPLEX,38.582,-119.529,1996,7,1050.3,1.08,142.56,465.66,373.86,0,1,90.73913043478261,74.8695652173913,11.956521739130435,18.533333333333335,18.782608695652176,118.8695652173913,12.08695652173913,389.26666666666665,61.20869565217392,32.23043478260869,1068.0652173913043,2227.3333333333335,15.5295652173913
1103,SMUD 1,38.591,-121.067,1992,6,514.98,0.81,64.08,448.02,2.07,0,1,54.333333333333336,39.55555555555556,8.0,0.0,0.0,230.0,103.0,0.0,48.822222222222216,41.7,605.188888888889,0.0,24.59
1104,JACKASS,38.592,-119.376,2006,7,308.34,0.0,28.17,87.84,154.89,0,0,54.81818181818182,41.72727272727273,2.3636363636363638,0.0,16.333333333333332,121.5,38.833333333333336,0.0,40.71818181818182,34.26666666666666,366.60909090909087,0.0,16.509999999999998
1105,DANA,38.598,-119.548,2004,6,1236.33,11.43,595.44,378.72,137.16,0,1,74.11111111111111,74.11111111111111,10.555555555555555,3.6219934355604733,28.4,83.7,5.5,69.93284063216659,55.888888888888886,28.810000000000002,773.5444444444444,374.4655954594603,13.277000000000001
1106,UNNAMED,38.608,-121.191,1994,7,704.16,221.04,161.73,213.03,4.5,0,0,42.0,35.0,2.0,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,44.5,39.51175228921307,383.5,0.0,21.800804610486804
1107,BLUE RIDGE,38.615,-122.124,1988,9,2076.12,0.0,797.76,773.55,356.85,0,2,58.0,35.8,3.8,0.0,0.0,225.0,94.8,5.2,40.42,44.1,425.48,10.4,24.828
1108,WALLBRIDGE,38.61605842,-123.0123944,2020,8,22294.35,19.62,7538.04,7891.38,6733.26,0,0,69.4,32.7,1.1,3.6219934355604733,0.0,235.0,76.0,69.93284063216659,31.129999999999995,45.60000000000001,320.65999999999997,374.4655954594603,24.89
1109,HENNESSEY,38.61777795,-122.2386775,2020,8,123185.25,365.49,43019.55,48398.22,29471.4,0,0,51.8,26.0,1.2,3.6219934355604733,0.0,197.6,37.0,69.93284063216659,24.16,40.39,262.12,374.4655954594603,21.815
1110,WASHINGTON,38.642,-119.699,2015,6,7481.88,172.08,2391.66,2589.84,1624.68,0,1,82.44444444444444,82.44444444444444,8.88888888888889,3.0,17.41176470588235,112.11764705882354,20.941176470588236,102.0,54.46666666666667,30.747058823529414,810.8333333333334,207.0,16.09058823529412
1111,SLINKARD,38.65,-119.567,2002,7,3602.16,2.16,514.53,1465.92,999.0,0,2,52.75,37.625,6.4375,10.0,25.666666666666668,93.5,8.166666666666666,330.0,68.24375,33.00000000000001,474.1625,1586.0,13.844999999999999
1112,SLINKARD,38.659,-119.571,2017,8,3434.76,0.72,609.93,1483.92,815.13,0,1,93.8,93.8,19.6,3.6219934355604733,18.25,101.125,17.0,69.93284063216659,103.61999999999998,30.85,1534.6799999999998,374.4655954594603,14.706249999999999
1113,KINCADE,38.672,-122.776,2019,10,31246.56,241.92,16085.07,9518.31,5230.08,0,1,95.0,68.0,18.0,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,123.2,39.51175228921307,1412.6,374.4655954594603,21.800804610486804
1114,COUNTY,38.683,-122.155,2018,6,37411.83,15.12,6642.0,20093.94,9948.6,0,0,55.6,31.0,3.6,0.0,0.0,227.54545454545453,89.0,0.0,56.21999999999999,41.84545454545455,469.62,0.0,24.901818181818182
1115,BUTTS,38.698,-122.443,2014,7,1727.82,3.87,430.29,1200.15,93.51,0,0,65.29268292682927,47.707317073170735,9.268292682926829,3.6219934355604733,0.0,235.0,50.92857142857143,69.93284063216659,124.64634146341461,38.285714285714285,982.2097560975611,374.4655954594603,23.463214285714287
1116,CAPLES,38.706,-120.16,2019,10,1405.8,0.0,411.3,491.31,469.89,1,0,91.6,68.3,10.65,3.6219934355604733,20.95,86.55,0.2,69.93284063216659,68.185,28.775000000000006,912.8099999999997,374.4655954594603,13.297500000000003
1117,SNELL,38.714,-122.39,2018,9,1008.63,3.42,200.97,627.12,177.12,0,0,85.16666666666667,39.25,5.0,3.6219934355604733,0.0,237.08333333333334,65.33333333333333,69.93284063216659,55.158333333333324,41.10000000000001,575.8416666666666,374.4655954594603,24.225833333333338
1118,GEYSERS,38.729,-122.746,2004,9,4886.28,23.76,1402.38,2246.31,1199.25,0,8,74.0,45.0,15.0,0.0,0.0,193.0,70.0,1.3333333333333333,94.20000000000002,40.0,1063.6,1.3333333333333333,24.32
1119,BALD MT.,38.746,-122.103,1985,10,2162.25,15.66,12.96,1913.31,182.97,0,9,52.6,28.6,4.0,0.0,0.0,218.4,82.4,0.0,70.5,41.540000000000006,436.5,0.0,23.294
1120,PLUM,38.746,-120.398,2002,11,746.73,1.17,474.03,201.78,66.06,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,5.5,165.0,31.0,69.93284063216659,54.812286799367186,37.2,548.5262273578717,374.4655954594603,19.16
1121,HIDDEN,38.753,-122.571,2000,11,1221.3,0.54,289.44,931.32,0.0,0,1,82.0,57.0,7.0,0.0,0.0,184.0,67.0,0.0,46.199999999999996,40.6,701.1999999999999,0.0,21.78
1122,ZAM ASSIST,38.754,-121.905,2006,9,5828.58,69.57,986.4,4192.11,540.27,0,0,74.81818181818181,41.78787878787879,5.575757575757576,0.0,0.0,205.54545454545453,96.96969696969697,0.0,46.95757575757575,44.015151515151516,538.7424242424241,0.0,24.010909090909095
1123,RUMSEY,38.757,-122.274,2004,10,15918.03,18.09,8178.3,7276.23,390.6,0,0,51.0,39.5,13.0,0.0,0.0,213.44444444444446,95.88888888888889,0.0,67.55,40.24444444444445,798.5999999999999,0.0,24.404444444444447
1124,GEYSERS,38.765,-122.787,1991,10,2020.32,23.13,518.94,1027.17,414.18,0,1,48.81818181818182,35.36363636363637,9.454545454545455,0.15384615384615385,0.0,208.0,33.0,7.846153846153846,104.64545454545456,41.10000000000001,867.7272727272727,7.846153846153846,22.550000000000004
1125,POCKET,38.77,-122.883,2017,10,7565.58,8.19,3638.61,3120.03,781.47,0,0,81.66666666666667,57.0,20.0,3.6219934355604733,0.0,165.0,29.0,69.93284063216659,83.96666666666667,39.4,1433.1666666666667,374.4655954594603,20.04
1126,UNNAMED,38.774,-122.84,1989,6,2067.48,2.88,1058.31,966.06,24.12,0,0,60.421052631578945,41.0,8.31578947368421,0.0,0.0,208.0,38.0,0.0,61.057894736842115,39.39999999999999,680.3842105263159,0.0,22.32
1127,FREDS,38.787,-120.318,2004,10,3297.06,3.42,435.24,887.4,1952.64,0,10,64.75,52.75,14.666666666666666,7.0,11.6,116.2,20.0,170.0,95.35000000000001,32.220000000000006,1009.5750000000002,789.0,15.788
1128,VALLEY,38.788,-122.613,2015,9,31139.28,144.09,6311.79,11246.76,13242.96,0,0,42.0,34.0,8.0,0.0,0.0,212.0,65.0,0.0,88.9,39.4,508.10000000000014,0.0,23.07
1129,ACORN,38.789,-119.822,1987,7,2567.16,11.43,749.34,766.53,948.24,0,1,78.75,58.125,2.875,16.0,15.0,157.0,13.0,406.0,40.337500000000006,34.4,446.29999999999995,1781.0,17.75
1130,RIVER,38.794,-122.966,1988,8,585.99,0.0,337.59,194.22,53.01,0,6,68.5,41.7,4.1,0.0,0.0,236.0,84.0,0.0,54.73,45.0,593.1,0.0,24.43
1131,MCCABE,38.802,-122.839,2013,11,1346.4,8.46,790.92,502.11,36.99,0,8,31.77777777777778,20.22222222222222,1.8888888888888888,3.6219934355604733,0.0,251.4,66.3,69.93284063216659,41.98888888888889,41.309999999999995,221.4,374.4655954594603,24.776
1132,SIXTEEN,38.803,-122.328,1999,10,15034.23,71.19,6897.24,7370.91,674.28,0,0,75.3125,47.3125,8.125,0.0,0.0,186.76470588235293,32.411764705882355,0.0,54.918749999999996,38.46470588235294,706.6312499999999,0.0,21.11470588235294
1133,HIDDEN VALLEY,38.805,-122.527,1985,9,827.1,0.0,672.48,144.27,10.35,0,1,56.14283365876301,36.1994151940461,5.518378384741276,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,54.812286799367186,39.51175228921307,548.5262273578717,0.0,21.800804610486804
1134,PHILLIPS,38.811,-121.383,2007,7,426.24,0.0,26.46,136.26,208.8,0,0,36.0,25.0,1.0,0.0,0.0,236.0,109.0,0.0,38.1,44.4,272.7,0.0,25.49
1135,KELSEY,38.813,-120.801,1994,8,404.28,0.09,61.11,110.16,231.93,0,0,79.0,57.0,10.0,0.0,0.0,202.0,71.0,0.0,79.5,41.7,895.2000000000002,36.4,22.410000000000004
1136,SAWMILL,38.814,-122.841,2016,9,638.01,3.42,184.14,333.27,115.56,0,1,92.66666666666667,69.33333333333333,15.333333333333334,3.6219934355604733,0.0,169.0,44.5,69.93284063216659,63.5,37.8,1298.9333333333334,374.4655954594603,20.585
1137,INDIAN,38.817,-119.693,1984,6,1832.31,24.48,568.8,673.83,495.18,0,0,37.095238095238095,20.238095238095237,1.1904761904761905,5.476190476190476,9.0,131.0,7.0,48.333333333333336,17.77142857142857,35.0,206.46190476190472,446.9047619047619,16.72
1138,UNNAMED,38.829,-121.973,1996,10,1165.86,12.42,60.66,751.77,230.94,0,2,67.9,48.5,11.5,0.0,0.0,215.5,92.4,0.0,54.46999999999999,42.67,873.6100000000002,0.0,24.518000000000004
1139,FREDRICKSBURG,38.83,-119.808,1986,7,1455.57,1.35,387.18,689.22,313.02,0,1,34.523809523809526,21.571428571428573,5.714285714285714,6.0,0.2777777777777778,141.61111111111111,30.0,91.0,60.904761904761905,34.52777777777778,398.6285714285715,362.0,19.466111111111115
1140,MORGAN,38.831,-122.453,2003,9,996.66,0.72,309.96,478.17,207.81,0,0,76.48571428571428,50.65714285714286,13.542857142857143,0.0,0.0,176.625,63.166666666666664,0.0,69.21999999999998,39.14166666666666,968.7485714285716,0.0,21.65875
1141,CLEVELAND,38.833,-120.432,1992,9,8838.09,30.6,844.11,1577.79,6298.38,0,0,73.63636363636364,58.09090909090909,13.363636363636363,14.727272727272727,11.5,118.5,15.5,603.0,83.18181818181817,33.75,974.5909090909089,2244.2727272727275,16.47
1142,UNNAMED,38.855,-121.269,1992,8,621.0,1.62,56.07,559.35,1.53,0,0,54.333333333333336,39.55555555555556,8.0,0.0,0.0,213.4,71.5,0.0,48.82222222222222,39.32,605.1888888888889,0.0,23.268
1143,UNNAMED,38.859,-122.856,1985,6,3907.17,16.2,3253.41,483.93,46.89,0,0,46.0,32.0,9.0,0.0,0.0,216.0,59.0,0.0,66.0,41.1,605.7,0.0,23.11
1144,PINE,38.862,-122.924,2002,11,431.73,0.0,196.47,195.93,38.61,0,0,51.0,41.0,12.0,0.0,0.0,172.0,19.0,0.0,129.8,38.3,1031.9,0.0,20.16
1145,RUMSEY,38.877,-122.275,1988,9,564.48,0.0,151.65,318.6,89.1,0,0,59.0,36.0,2.0,1.0,0.0,204.0,70.375,25.0,56.10000000000001,43.162499999999994,436.19999999999993,25.0,23.0025
1146,RUMSEY,38.881,-122.256,1999,9,1246.68,0.36,433.08,720.99,90.72,0,0,71.9,43.9,7.6,0.0,0.0,190.45454545454547,40.81818181818182,0.0,57.989999999999995,39.15454545454545,656.3100000000001,0.0,21.60818181818182
1147,ANGORA,38.886,-120.04,2007,6,1220.13,2.52,145.62,349.2,709.29,0,1,54.0,36.75,1.9166666666666667,4.0,21.04,99.92,0.92,254.0,30.99166666666667,31.592,347.46250000000003,533.0,14.118799999999998
1148,16,38.893,-122.265,2002,10,615.69,0.54,557.28,55.98,0.99,0,1,55.92307692307692,35.38461538461539,10.153846153846153,0.7692307692307693,0.0,204.5,74.16666666666667,39.23076923076923,118.94615384615388,41.80833333333334,885.5769230769231,46.23076923076923,22.83666666666667
1149,SAND,38.904,-122.259,2019,6,989.28,13.23,264.42,503.46,207.9,0,1,72.71428571428571,50.142857142857146,10.714285714285714,0.0,0.0,211.33333333333334,78.5,0.0,131.51428571428573,40.11666666666667,960.0857142857142,0.0,22.766666666666666
1150,ROCKY,38.91,-122.45,2015,7,38810.07,379.71,7664.76,15477.57,15231.78,0,0,42.0,34.0,8.0,0.0,0.0,217.33333333333334,72.0,0.0,88.90000000000002,40.53333333333333,508.1000000000001,0.0,23.28
1151,MORGAN,38.911,-122.539,2000,7,1345.95,2.7,628.74,572.4,141.39,0,0,82.0,57.0,7.0,0.0,0.0,184.16666666666666,68.33333333333333,0.0,46.2,40.56111111111111,701.2,0.0,21.80333333333333
1152,CLAYTON,38.915,-122.587,2016,8,1502.82,11.97,429.39,800.55,260.91,0,0,72.0,62.0,20.0,0.0,0.0,187.5,65.5,0.0,66.0,39.45,1379.7999999999995,0.0,21.56
1153,FORTY,38.916,-122.282,2003,9,529.74,129.69,323.91,75.78,0.36,0,0,78.4375,47.9375,11.6875,0.0,0.0,180.3125,75.5,0.0,61.34374999999999,39.83749999999999,899.1875000000002,0.0,22.290624999999995
1154,GLADDING,38.916,-121.252,2008,9,418.5,0.09,182.07,188.73,47.61,0,0,56.14283365876301,36.1994151940461,5.518378384741276,0.0,0.0,230.0,116.0,3.0,54.812286799367186,43.3,548.5262273578717,3.0,25.4
1155,KING,38.93,-120.542,2014,9,40089.87,289.26,7718.13,9138.6,22856.22,0,0,74.0909090909091,56.18181818181818,16.09090909090909,4.0,0.9090909090909091,181.36363636363637,50.81818181818182,107.0,139.72727272727272,37.5,1196.3714285714286,251.0,20.235454545454544
1156,MIDDLE,38.931,-122.296,1998,8,2583.9,19.8,1194.12,1201.77,168.21,0,0,122.16666666666667,77.0,16.833333333333332,0.0,0.0,152.23529411764707,47.705882352941174,0.0,120.33333333333336,41.82941176470589,1364.1999999999998,0.0,20.02058823529412
1157,AUTUMN HILLS,38.935,-119.858,1996,6,38.07,0.0,15.21,15.66,5.85,0,1,66.53846153846153,50.07692307692308,5.230769230769231,30.0,13.875,142.95833333333334,47.333333333333336,806.25,43.026923076923076,34.729166666666664,657.5923076923076,4111.0,17.96708333333333
1158,OASIS,38.946,-122.401,2009,9,596.43,11.52,181.35,308.88,94.68,0,1,65.0,47.0,9.0,0.0,0.0,198.33333333333334,84.33333333333333,0.0,99.09999999999998,42.03333333333333,771.3999999999999,0.0,22.62
1159,UNNAMED,38.958,-122.775,1987,4,722.7,0.0,532.35,188.91,0.9,0,0,82.0,53.0,7.0,0.0,0.0,200.0,72.0,0.0,44.5,40.0,707.8,0.0,22.63
1160,EAGLE,38.961,-122.508,1990,6,1015.11,11.34,872.82,124.83,1.44,0,1,56.0,29.0,3.0,1.0,0.0625,209.125,51.4375,51.0,61.2,41.63125,413.6,51.0,22.48625
1161,TRAILHEAD,38.963,-120.83,2016,6,2323.53,9.0,390.15,894.15,1029.6,0,0,74.0,55.0,18.0,0.0,2.0,153.0,31.0,6.769230769230769,96.0,37.2,1282.0,6.769230769230769,18.83
1162,BORAX FIRE,38.987,-122.654,1992,9,605.07,0.0,276.12,236.43,92.52,0,0,56.14283365876301,36.1994151940461,5.518378384741276,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,54.812286799367186,39.51175228921307,548.5262273578717,0.0,21.800804610486804
1163,FORK,38.98710069,-120.4242487,2020,9,674.19,0.0,166.59,328.5,177.21,0,0,66.36842105263158,47.21052631578947,10.789473684210526,17.2,8.409090909090908,154.5,36.22727272727273,490.73333333333335,78.37894736842104,34.26363636363636,787.663157894737,2689.4,17.55181818181818
1164,SULFUR,38.992,-122.666,2017,10,1034.19,3.24,324.0,463.14,243.81,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,185.0,83.0,69.93284063216659,54.812286799367186,41.7,548.5262273578717,374.4655954594603,22.21
1165,MEU LIGHTNING COMPLEX (SUGARLOAF),38.999,-123.503,2008,6,3378.69,4.77,2239.38,956.7,177.3,0,0,82.0,44.0,8.0,3.6219934355604733,0.0,192.0,58.0,69.93284063216659,78.5,42.5,679.8,374.4655954594603,22.03
1166,SIXTEEN COMPLEX,39.01,-122.305,2012,9,7359.57,2404.98,955.53,2466.45,1446.12,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,209.5,111.0,69.93284063216659,54.812286799367186,43.05,548.5262273578717,374.4655954594603,24.27
1167,WYE,39.011,-122.587,2012,8,1259.82,308.7,301.14,410.4,239.49,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,191.0,90.0,69.93284063216659,54.812286799367186,41.7,548.5262273578717,374.4655954594603,22.46
1168,WALKER WYE,39.022,-122.405,2012,8,2365.65,744.39,691.29,663.3,266.67,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,191.0,90.0,69.93284063216659,54.812286799367186,41.7,548.5262273578717,374.4655954594603,22.46
1169,RALSTON,39.024,-120.681,2006,9,3224.88,39.33,820.08,1546.56,817.56,0,0,56.14283365876301,36.1994151940461,5.518378384741276,0.0,1.0,161.0,23.0,0.0,54.812286799367186,37.2,548.5262273578717,0.0,18.6
1170,MEU LIGHTNING COMPLEX (COWSHED  LIGHTNING),39.029,-123.611,2008,6,1957.32,0.36,1465.47,450.54,40.95,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,163.5,27.5,69.93284063216659,54.812286799367186,40.3,548.5262273578717,374.4655954594603,20.25
1171,BIG,39.041,-120.558,1987,8,424.44,10.71,72.72,174.06,166.86,0,0,90.47058823529412,63.294117647058826,16.41176470588235,28.0,18.0,126.0,2.0,495.0,65.37647058823529,33.300000000000004,1152.2880000000002,4665.0,15.120000000000001
1172,MEU LIGHTNING COMPLEX (CLIFF),39.053,-123.568,2008,6,1758.87,15.03,1278.09,419.31,45.81,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,0.0,163.5,27.5,69.93284063216659,54.812286799367186,40.3,548.5262273578717,374.4655954594603,20.25
1173,RIVER,39.055,-123.019,2018,7,19795.68,27.45,4201.74,10260.36,5119.74,0,0,78.875,51.0,6.625,3.6219934355604733,0.1111111111111111,209.0,69.88888888888889,69.93284063216659,60.8375,41.27777777777778,704.1249999999999,374.4655954594603,23.07888888888889
