,Fire_Name,Lat,Long,Fire_Year,Fire_Month,Total_area_burned(ha),Unchanged(ha),Low_Severity(ha),Moderate_Severity(ha),High_Severity(ha),FuelTreatment,TSLF(months),PDepth>0.01in,PDepth>0.1in,PDepth>1in,SDepth>1in,DaysT<32d,DaysT>70d,DaysT>90d,HighestDaySnow,HighestDayRain,HighestDayTemp,TotalRain,TotalSnow,AvgMonthMax
968,LOST BEAR,37.666,-119.595,1987,7,738.0,0.45,336.42,330.48,70.65,0,0,78.13333333333334,51.13333333333333,5.866666666666666,21.0,5.633333333333334,153.26666666666668,23.8,305.0,75.69333333333334,34.34,687.5733333333335,2175.0,17.770666666666667
969,EXPLOSIVE,37.669,-121.502,2009,6,868.86,0.0,235.98,499.5,7.92,0,0,55.88235294117647,31.0,1.588235294117647,0.0,0.0,210.0,65.0,0.0,51.73529411764706,42.8,297.8117647058823,0.0,23.079999999999995
970,CLEARHOUSE,37.673,-119.88,1988,7,919.08,4.95,242.91,454.59,215.55,0,1,43.0,31.0,6.0,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,91.4,39.51175228921307,589.5,374.4655954594603,21.800804610486804
971,MIDWAY,37.677,-121.513,2006,7,2566.44,4.77,234.45,1632.42,269.55,0,0,79.47058823529412,42.35294117647059,1.588235294117647,0.0,0.0,192.0,58.0,0.0,26.69411764705882,44.4,360.62941176470594,0.0,23.05
972,MOTOR,37.678,-119.849,2011,8,2151.18,759.33,133.65,516.6,734.22,0,1,71.0,51.0,12.0,3.6219934355604733,17.833333333333332,113.5,23.0,69.93284063216659,111.5,30.53333333333333,964.1,374.4655954594603,15.793333333333331
973,STEAMBOAT,37.685,-119.702,1990,8,2066.4,7.83,853.65,629.1,568.98,0,0,54.56666666666667,37.666666666666664,5.866666666666666,14.333333333333334,9.766666666666667,150.33333333333334,22.666666666666668,442.8333333333333,54.49666666666667,35.15666666666667,589.67,2297.366666666667,18.002000000000002
974,GROUSE,37.687,-119.686,2009,5,1248.21,2.97,591.12,463.86,171.18,0,1,66.0,44.0,10.0,22.0,14.61111111111111,126.16666666666667,10.222222222222221,559.0,159.5,32.577777777777776,979.1000000000001,2793.0,16.09722222222222
975,LAGRANGE,37.692,-120.444,2008,6,572.67,7.29,0.09,547.02,18.27,0,1,59.0,47.0,9.0,1.0,0.0,180.66666666666666,74.66666666666667,51.0,83.79999999999998,40.14666666666667,790.5,51.0,21.77466666666667
976,A-ROCK,37.702,-119.786,1990,8,7194.78,23.4,880.47,2456.46,3747.33,0,1,55.0,42.0,5.0,10.0,5.0,185.0,40.0,432.0,45.7,37.8,611.9,1562.0,19.77
977,ILL,37.704,-119.542,1991,9,1253.34,12.15,313.29,491.94,387.09,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,5.0,128.0,4.0,69.93284063216659,54.812286799367186,33.9,548.5262273578717,374.4655954594603,16.66
978,EL PORTAL,37.711,-119.78,2014,7,2010.87,0.0,341.46,1001.25,655.65,0,0,62.0,48.0,9.0,3.6219934355604733,5.6,130.8,20.6,69.93284063216659,49.5,32.18,752.7,374.4655954594603,17.136000000000003
979,GRANITE,37.716,-120.248,2000,7,776.79,0.0,212.13,413.01,144.72,0,1,59.0,47.0,7.0,0.0,0.0,172.0,44.0,0.0,49.8,37.8,681.7,0.0,20.45
980,580,37.728,-121.663,1998,8,448.2,0.0,22.77,227.25,4.14,0,1,104.20689655172414,57.0,1.7586206896551724,0.0,0.0,167.0,48.0,0.0,40.75862068965518,43.29999999999998,557.8466666666665,0.0,21.44
981,BIG MEADOW,37.731,-119.757,2009,8,3170.25,3.96,527.49,1445.13,1144.08,0,10,72.0,58.0,11.0,16.0,10.625,133.625,26.25,254.0,73.2,33.6375,906.4,1709.0,17.1575
982,LARSON,37.732,-119.937,1987,8,19930.05,32.67,4785.84,7645.14,7434.54,0,0,79.0,50.0,7.0,11.5,3.0,170.0,27.0,279.5,116.29999999999998,36.7,736.8764705882353,1263.5,18.69
983,MEADOW,37.745,-119.483,2014,8,1761.03,71.82,380.07,495.18,702.27,0,0,66.1875,39.9375,4.8125,3.6219934355604733,8.411764705882353,106.41176470588235,1.0588235294117647,69.93284063216659,46.55624999999999,30.805882352941172,537.0375,374.4655954594603,15.475294117647058
984,CASCADE CR,37.757,-119.715,1986,7,836.55,19.89,464.04,305.55,39.96,0,0,63.833333333333336,45.458333333333336,12.0,2.0,0.0,164.625,29.75,102.0,116.6708333333333,34.67916666666667,1022.1749999999998,161.0,19.901666666666667
985,OWENS RIVER,37.765,-118.911,2016,9,2487.33,14.76,860.4,983.25,288.36,0,0,63.083333333333336,44.5,2.6666666666666665,11.0,15.615384615384615,118.53846153846153,16.0,178.0,37.0,32.56153846153846,508.84999999999997,1094.0,16.212307692307693
986,OWENS,37.768,-118.817,1985,8,1240.47,0.09,143.46,503.64,571.95,0,9,72.0,35.6,2.4,13.375,24.0,120.4,6.0,189.125,27.95333333333333,32.58,380.09333333333336,1184.375,15.047999999999998
987,PW3,37.77,-119.77,1989,10,698.13,0.09,636.75,37.71,23.58,0,9,59.76315789473684,45.8421052631579,6.868421052631579,7.0,6.392857142857143,165.14285714285714,22.428571428571427,272.45454545454544,67.60526315789474,36.857142857142854,674.5157894736843,745.1818181818181,19.330000000000002
988,MCLAUGHLIN,37.772,-118.86,2001,7,1047.24,2.52,31.68,146.34,805.68,0,1,44.714285714285715,31.571428571428573,1.7857142857142858,20.1,24.133333333333333,155.33333333333334,12.933333333333334,685.4,43.128571428571426,32.85333333333334,284.1714285714285,1993.0,16.602666666666668
989,CREEK,37.774,-120.236,2001,8,3965.13,0.09,788.49,2087.1,1050.21,0,0,63.64705882352941,48.73529411764706,11.5,4.529411764705882,0.0,200.9,60.45,104.58823529411765,64.41176470588235,39.269999999999996,901.3264705882353,277.11764705882354,21.402499999999996
990,CASCADE,37.777,-119.675,2012,6,657.54,2.97,196.38,418.77,39.42,0,0,66.3157894736842,49.421052631578945,10.526315789473685,3.6219934355604733,5.238095238095238,164.9047619047619,43.714285714285715,69.93284063216659,76.91052631578948,36.304761904761904,934.7947368421052,374.4655954594603,19.181428571428576
991,MARSHES,37.778,-120.282,2016,9,446.58,0.0,131.58,279.9,34.74,0,1,62.857142857142854,45.42857142857143,12.857142857142858,0.0,0.0,191.4,65.06666666666666,0.0,69.10000000000001,39.01333333333333,890.0500000000001,0.0,22.148000000000003
992,TAMARACK,37.778,-119.735,2011,9,409.95,0.27,156.69,220.86,32.04,0,0,56.14283365876301,36.1994151940461,5.518378384741276,3.6219934355604733,26.75,84.0,0.0,69.93284063216659,54.812286799367186,26.9,548.5262273578717,374.4655954594603,13.067499999999999
993,MOC,37.78706787,-120.2725478,2020,8,1151.64,0.18,465.66,525.24,157.23,0,0,50.93103448275862,28.482758620689655,4.931034482758621,5.0,0.0,203.72727272727272,90.72727272727273,157.0,55.834482758620695,41.199999999999996,428.1482758620689,365.0,23.30545454545455
994,PW-03 GIN FLAT,37.789,-119.76,2002,10,1386.9,0.0,705.15,621.72,60.03,0,8,51.38461538461539,42.76923076923077,11.897435897435898,14.76923076923077,2.3448275862068964,166.48275862068965,37.62068965517241,289.8974358974359,97.73076923076925,38.86896551724138,817.3128205128204,1397.7948717948718,19.910344827586208
995,HAMM,37.796,-120.06,1987,8,15918.3,93.87,2373.48,5738.4,7529.22,0,1,79.0,50.0,7.0,9.181818181818182,3.0,170.0,27.0,258.6363636363636,116.3,36.7,723.842857142857,1016.0,18.69
996,CLARK,37.799,-118.916,2016,8,1227.33,0.18,428.31,620.37,110.07,1,1,55.9375,40.25,1.625,11.0,13.6,120.6,12.7,178.0,28.587500000000002,32.89,432.36249999999995,1094.0,16.551000000000002
997,SAWMILL,37.804,-118.63,2006,9,2870.37,0.36,864.09,1767.42,238.5,0,0,27.0,10.0,1.0,28.46153846153846,3.5,188.5,79.625,814.6923076923077,59.2,39.6,136.1,4238.0,21.73
998,PEDRO,37.806,-120.376,2006,7,899.82,7.47,232.83,444.51,214.2,0,0,83.0,62.0,15.0,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,85.9,39.51175228921307,1095.0037037037036,0.0,21.800804610486804
999,ASPEN PW 2,37.807,-119.799,1998,10,1218.69,0.45,873.54,330.75,7.83,0,5,109.58974358974359,84.46153846153847,18.307692307692307,20.641025641025642,2.4827586206896552,124.6896551724138,27.448275862068964,223.30769230769232,81.46666666666665,37.24482758620689,1513.3974358974358,1954.3333333333333,16.905862068965522
1000,DARK HOLE,37.815,-119.618,2014,7,453.15,6.12,157.86,240.93,46.44,0,1,63.86666666666667,44.93333333333333,5.733333333333333,3.6219934355604733,8.0,121.17647058823529,9.882352941176471,69.93284063216659,46.60666666666667,32.87647058823529,622.8266666666666,374.4655954594603,16.67294117647059
1001,ASPEN VALLEY,37.822,-119.786,1997,10,723.69,0.36,269.55,305.37,143.91,0,8,54.90909090909091,41.54545454545455,11.954545454545455,6.0625,0.8260869565217391,171.95652173913044,23.652173913043477,189.46875,119.03181818181817,38.37826086956522,905.0727272727272,683.875,19.526521739130434
1002,GREENRIDGE 6,37.831,-121.716,1998,5,593.82,38.52,13.77,209.7,218.97,0,3,101.5625,58.6875,1.78125,0.0,0.0,167.0,48.0,0.0,45.6375,43.3,560.2312499999999,0.0,21.44
1003,MOCCASIN,37.834,-120.297,1992,8,3693.78,33.03,1103.58,2232.27,311.85,0,0,54.0,38.0,7.0,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,64.79999999999998,39.51175228921307,708.6000000000001,0.0,21.800804610486804
1004,SPRINGS,37.835,-118.904,2019,7,2413.62,4.14,1980.9,420.03,4.05,0,1,69.875,46.25,3.125,29.0,24.4,119.4,1.5,333.0,32.65,31.43,463.55000000000007,3246.0,15.106
1005,BLUEJAY,37.84126306,-119.6110573,2020,7,2780.19,43.56,855.36,1515.6,363.6,0,0,58.4375,36.125,3.1875,6.0,15.764705882352942,134.0,12.0,229.0,48.581250000000004,32.37647058823529,439.43125000000003,763.0,16.444117647058825
1006,PILOT,37.845,-119.984,1999,8,1551.69,0.45,138.51,430.92,960.84,0,0,54.03225806451613,39.38709677419355,11.387096774193548,14.161290322580646,2.0,175.0,17.0,286.16129032258067,72.20645161290324,36.1,804.0096774193545,1992.6774193548388,19.080000000000002
1007,TUNNEL,37.85,-122.227,1991,10,743.85,4.41,381.15,321.3,8.91,0,0,52.0,30.0,4.0,0.0,3.138077881268154,194.99819191814728,61.23320956669523,0.0,31.0,39.51175228921307,408.5,0.0,21.800804610486804
1008,WOLF,37.88102161,-119.6231191,2020,8,823.95,7.83,384.48,420.21,11.43,0,0,58.06666666666667,36.06666666666667,3.3333333333333335,6.0,14.75,136.4375,12.75,229.0,49.31333333333334,32.6625,443.68000000000006,763.0,16.66375
1009,MORGAN,37.883,-121.901,2013,9,1226.79,39.87,389.7,453.78,323.01,0,0,30.5,15.25,0.875,3.6219934355604733,0.0,163.0,17.375,69.93284063216659,25.787499999999998,37.99999999999999,159.28750000000002,374.4655954594603,20.3025
1010,EARLY,37.886,-119.946,2004,8,696.69,1.53,57.6,276.57,360.72,0,1,54.68181818181818,42.27272727272727,12.318181818181818,11.25,2.0,176.6875,34.125,193.84375,89.44090909090909,36.237500000000004,910.5454545454545,1349.96875,19.301875
1011,HARDEN,37.893,-119.694,2009,6,672.57,1.62,281.61,284.58,104.76,0,1,70.75,57.583333333333336,12.666666666666666,18.083333333333332,7.6,142.2,29.6,317.3333333333333,101.65833333333335,34.95333333333333,1069.8999999999999,2355.25,17.81933333333333
1012,ROGGE,37.899,-120.113,1996,8,7106.58,57.33,1880.19,3593.34,1348.74,0,0,63.0,53.0,20.0,1.0,0.0,204.0,86.0,25.0,107.70000000000002,41.7,1500.1,25.0,23.28
1013,NORTH MOUNTAIN,37.899,-119.897,2008,6,1135.98,0.09,247.14,701.19,162.54,0,0,59.9375,45.625,11.5,21.458333333333332,9.722222222222221,160.16666666666666,36.166666666666664,381.0,107.89374999999998,37.344444444444434,901.7,2621.2916666666665,18.60777777777778
1014,WALKER,37.902,-119.151,2015,8,1528.2,4.86,218.25,810.36,420.03,0,0,67.25,41.35,2.7,18.894736842105264,20.0,118.66666666666667,2.380952380952381,287.0,43.91,30.590476190476185,390.57,1592.2631578947369,15.664285714285711
1015,MONO,37.902,-119.051,2010,7,526.14,8.64,100.62,226.35,189.63,1,0,69.75,47.35,7.7,35.63157894736842,25.352941176470587,104.05882352941177,1.9411764705882353,576.2105263157895,69.22999999999999,30.69411764705882,676.1449999999999,5215.789473684211,13.61
1016,SLOPE,37.903,-119.669,2010,7,945.45,3.78,680.04,243.81,17.46,0,0,92.08333333333333,69.875,21.166666666666668,28.0,8.533333333333333,128.53333333333333,17.133333333333333,314.0,87.45833333333331,36.11333333333333,1444.1125,3753.4545454545455,16.444
1017,LIGHTNING 84 (STENT,37.904,-120.429,1988,6,468.27,11.07,150.57,276.21,30.24,0,0,56.0,32.0,3.0,0.0,0.0,230.0,103.0,0.0,28.7,43.29999999999999,398.0,0.0,24.95
1018,ACKERSON COMPLEX (ACKERSON),37.913,-119.818,1996,8,23518.44,72.27,5047.83,10962.36,6666.3,0,2,77.4090909090909,67.45454545454545,22.363636363636363,10.636363636363637,4.416666666666667,159.79166666666666,38.25,347.72727272727275,86.87272727272729,35.958333333333336,1569.9181818181817,1943.7727272727273,19.096249999999998
1019,RIM,37.916,-119.969,2013,8,104023.89,637.11,22364.28,33619.32,45931.05,0,0,44.0,32.0,2.0,3.6219934355604733,16.333333333333332,93.66666666666667,0.0,69.93284063216659,27.0,29.333333333333332,354.0,374.4655954594603,14.94
1020,CALAVERAS COMPLEX,37.917,-120.674,2004,8,1490.13,9.99,156.42,1192.77,130.95,0,0,58.04761904761905,36.904761904761905,8.0,0.0,0.0,202.04545454545453,76.54545454545455,0.0,50.328571428571436,39.87727272727273,613.4285714285714,0.0,22.89545454545455
1021,PAPER,37.917,-120.132,1987,8,19949.04,166.5,3870.18,7263.81,8266.23,0,0,79.0,50.0,7.0,11.5,3.0,170.0,27.0,279.5,116.29999999999998,36.699999999999996,797.6999999999999,1263.5,18.69
1022,CRATER,37.917,-118.95,2001,8,2248.74,126.81,1782.99,314.1,23.58,0,0,56.4375,39.8125,2.0625,27.0,30.94736842105263,141.26315789473685,1.5263157894736843,914.0,46.29375,31.19473684210527,355.70000000000005,2722.0,15.28842105263158
1023,PEORIA,37.926,-120.503,1995,7,1414.89,24.39,498.87,879.12,12.24,0,1,92.0,64.0,13.0,0.0,0.0,209.5,78.33333333333333,0.0,87.1,40.916666666666664,1102.6,0.0,23.705
1024,PATEVALLEY,37.93,-119.571,1985,6,436.14,3.96,111.51,139.5,164.52,0,0,61.583333333333336,43.416666666666664,10.833333333333334,11.0,0.0,169.95833333333334,36.0,216.0,58.008333333333326,35.25,689.8647058823527,1273.0,19.25375
1025,JARREL,37.931,-119.877,1987,9,710.19,0.36,188.01,374.76,141.93,0,9,77.5,51.0,6.5,10.333333333333334,2.5,174.0,26.5,228.66666666666666,89.0,36.4,711.4791666666666,1095.3333333333333,19.04
1026,BEACH,37.93308926,-118.9869772,2020,8,1479.69,14.85,102.51,1308.51,38.79,0,0,43.22222222222222,27.77777777777778,0.2222222222222222,14.0,13.0,142.6,13.2,173.0,24.522222222222222,32.6,251.2888888888889,1456.0,16.677
1027,MILTON,37.939,-120.908,2011,9,473.85,104.31,97.29,260.73,0.63,0,0,64.78571428571429,42.642857142857146,2.4285714285714284,3.6219934355604733,0.0,178.0,77.0,69.93284063216659,30.74999999999999,39.4,448.8733333333335,374.4655954594603,22.02
1028,WILDCAT,37.942,-119.482,2009,7,474.66,19.26,164.34,168.39,109.26,0,0,68.16666666666667,53.0,9.333333333333334,15.7,15.285714285714286,120.78571428571429,17.071428571428573,269.3,71.99999999999999,32.128571428571426,779.3916666666665,1731.5,16.080714285714286
1029,INDIAN,37.956,-118.848,2012,8,5124.15,1049.76,2927.25,999.09,50.13,0,0,44.0,27.0,2.0,15.0,9.88888888888889,160.11111111111111,9.444444444444445,267.0,45.5,33.788888888888884,290.3,1682.0,17.734444444444446
1030,HETCHY,37.964,-119.727,2004,10,831.15,5.58,300.15,288.18,182.25,0,8,59.0,45.5,10.5,14.416666666666666,3.0625,170.9375,31.0625,236.29166666666666,93.1,35.81875,930.6,1762.9166666666667,18.890625
1031,FROG CREEK,37.98,-119.783,1991,9,1201.77,8.28,488.25,555.66,86.94,0,8,64.0,44.0,11.5,12.5,0.5,151.5,17.5,546.0,78.65,36.14999999999999,886.3500000000001,2492.0,18.814999999999998
1032,COPPER 8,37.988,-120.631,1994,6,708.57,0.0,183.33,510.57,14.04,0,0,61.25,41.875,3.0,0.0,0.0,208.3,93.0,0.0,43.199999999999996,40.71,556.8249999999999,0.0,23.328999999999997
1033,SALT,37.99910983,-120.7523615,2020,8,642.15,0.18,66.51,575.19,0.27,0,1,45.42857142857143,22.928571428571427,2.9285714285714284,0.0,0.0,218.0,114.0,0.0,50.33571428571428,43.800000000000004,348.6642857142857,0.0,25.261666666666667
1034,WAVERLY,38.0,-120.846,2018,6,4917.06,3.24,418.59,4389.93,13.05,0,0,56.53846153846154,39.38461538461539,6.230769230769231,0.0,0.0,232.0,93.0,0.0,48.69230769230769,40.6,583.4153846153846,0.0,24.92
1035,SALT SPRING,38.004,-120.647,1984,6,1957.23,0.36,56.43,1636.56,261.72,0,1,56.142857142857146,33.142857142857146,4.428571428571429,0.0,0.0,194.28571428571428,103.14285714285714,0.0,32.228571428571435,43.457142857142856,435.9857142857143,0.0,23.86285714285714
1036,COTTONWOOD COMPLEX,38.005,-120.198,1990,9,1018.98,0.0,121.14,324.9,565.65,0,0,46.0,30.0,6.0,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,42.199999999999996,39.51175228921307,451.90000000000003,374.4655954594603,21.800804610486804
1037,NORTH PARK COMPLEX (ELEANOR),38.008,-119.84,1999,8,1010.25,13.41,391.5,466.11,90.9,0,0,54.03225806451613,39.38709677419355,11.387096774193548,14.161290322580646,4.25,163.75,14.875,286.16129032258067,72.20645161290322,35.2,804.0096774193548,1992.6774193548388,18.447499999999998
1038,LIGHTNING 12,38.014,-120.573,1996,8,495.63,3.24,157.23,283.41,46.26,0,0,88.0,59.0,19.0,0.0,0.0,205.0,95.16666666666667,0.0,54.6,43.11666666666667,1183.6,0.0,24.276666666666667
1039,FROG,38.019,-119.751,1987,6,1396.35,50.13,718.56,494.73,131.67,0,1,78.1923076923077,51.46153846153846,5.8076923076923075,14.0,1.3461538461538463,177.23076923076923,33.65384615384615,241.5,81.33846153846154,36.76923076923078,702.5861111111111,1465.0,19.446153846153848
1040,WOODWARD,38.02328105,-122.8210841,2020,8,1977.12,0.09,790.83,752.4,433.8,0,0,51.3,28.8,0.95,3.6219934355604733,3.138077881268154,194.99819191814728,61.23320956669523,69.93284063216659,31.994999999999997,39.51175228921307,245.435,374.4655954594603,21.800804610486804
1041,KIBBIE 2,38.031,-119.841,1997,9,1003.68,14.94,424.53,494.73,65.25,0,0,59.5,41.0,12.0,7.416666666666667,0.5,164.375,19.25,164.91666666666666,118.35,37.4,947.8,783.2916666666666,18.826249999999998
1042,VISION,38.05,-122.864,1995,10,4897.35,17.46,3495.87,1109.34,274.68,0,0,99.0,64.0,10.0,0.0,0.0,174.0,20.0,0.0,96.5,39.4,1076.2,0.0,21.17
1043,CREEK,38.066,-120.334,1994,8,604.98,0.0,63.27,249.93,290.97,0,5,66.375,51.9375,11.9375,20.625,7.5625,147.4375,30.9375,261.9375,70.6875,34.6375,945.40625,2918.4375,17.884999999999998
1044,WALKER,38.07062309,-120.7061626,2020,6,560.43,0.0,47.16,428.58,83.43,0,0,45.42857142857143,22.928571428571427,2.9285714285714284,0.0,0.0,220.0,115.0,0.0,50.33571428571429,43.9,348.66428571428577,0.0,25.45
1045,GANN,38.095,-120.754,1985,7,407.52,0.09,73.8,277.02,56.61,0,0,51.73684210526316,36.578947368421055,4.421052631578948,0.0,0.0,210.66666666666666,87.66666666666667,0.0,48.22105263157894,41.13333333333334,509.93157894736856,0.0,22.993333333333332
1046,CREEK,38.121,-119.948,2017,9,870.57,4.23,591.3,253.8,19.62,1,0,79.5,59.0,24.5,12.5,0.6666666666666666,161.13333333333333,49.266666666666666,419.0,112.5,36.70000000000001,1735.5000000000005,1560.5,19.60733333333333
1047,RUBY,38.145,-120.195,1992,9,1613.34,0.0,42.75,221.4,1346.67,1,0,65.0,46.708333333333336,11.583333333333334,8.25,5.0,140.0,1.0,163.16666666666666,90.05416666666667,32.8,954.9541666666665,955.1666666666666,16.22
1048,MOUNTAIN COMPLEX,38.146,-119.9,2003,7,1631.52,60.93,822.24,576.0,171.9,1,1,79.125,57.5,9.03125,15.793103448275861,7.352941176470588,153.2941176470588,29.235294117647058,211.9655172413793,78.42500000000001,34.800000000000004,891.1937499999999,1428.344827586207,18.088823529411766
1050,PATTISON,38.173,-120.871,2004,9,1157.49,1.17,316.89,613.8,225.0,0,0,53.5,39.0,7.5,0.0,0.0,207.0,91.0,0.0,46.5,41.7,600.9000000000001,0.0,23.600000000000005
1051,KNIGHT,38.175,-120.229,2009,7,3293.82,79.02,1277.28,1272.33,664.29,0,0,68.0,46.0,6.0,0.0,0.5333333333333333,189.0,74.8,0.0,64.0,39.74,680.8999999999997,0.0,22.184666666666665
1052,GULCH,38.181,-120.477,1992,8,7288.92,0.45,831.42,2418.03,4037.04,0,0,67.89473684210526,49.0,12.789473684210526,10.421052631578947,5.0,140.0,1.0,206.10526315789474,96.7,32.8,1019.7842105263155,1206.5263157894738,16.22
1053,UNNAMED,38.187,-120.773,2001,7,435.15,31.05,36.09,227.43,140.58,0,0,59.5,45.0,5.0,0.0,0.0,216.0,113.28571428571429,0.0,34.900000000000006,44.08571428571428,597.65,0.0,24.457142857142856
1054,ARMSTRONG,38.187,-120.425,2004,8,436.41,0.09,67.59,130.68,237.69,0,0,55.59375,39.46875,11.5,4.46875,1.2,169.6,45.233333333333334,130.96875,67.44062500000001,36.89666666666667,811.396875,710.53125,19.988333333333337
1055,DARBY,38.195,-120.307,2001,9,5963.67,40.95,781.02,2580.3,2558.52,1,0,70.11111111111111,54.148148148148145,15.555555555555555,14.666666666666666,2.4444444444444446,181.96296296296296,48.407407407407405,170.7037037037037,63.037037037037045,37.42222222222222,1066.6814814814816,1997.9259259259259,20.045925925925925
1056,LEONARD,38.218,-120.623,2001,8,2131.92,0.09,403.47,915.21,813.06,0,0,60.61538461538461,45.38461538461539,5.230769230769231,0.0,0.0,216.25,112.5,0.0,35.80769230769231,43.925000000000004,608.5153846153845,0.0,24.441249999999997
1057,UNNAMED,38.247,-121.901,1989,7,832.5,15.21,12.33,79.29,22.14,0,0,50.0,30.0,2.0,0.0,0.0,207.0,43.0,0.0,38.39999999999999,40.0,338.5,0.0,22.19
1058,POWER,38.25,-120.016,2013,8,478.89,0.45,80.91,199.44,197.91,0,0,60.0,60.0,4.0,3.6219934355604733,18.0,96.5,12.0,69.93284063216659,30.5,31.650000000000002,550.4,374.4655954594603,15.355
1059,SPRING PEAK,38.25,-118.89,2013,8,1796.31,2.07,473.85,1050.48,269.73,0,10,42.0,18.0,0.0,6.0,30.0,137.0,12.0,97.0,14.0,35.0,102.19999999999999,468.0,16.66
1060,BUCKEYE,38.253,-119.313,2011,9,480.42,118.17,101.88,213.21,32.94,0,5,69.5,69.5,9.5,3.6219934355604733,37.57142857142857,47.57142857142857,0.42857142857142855,69.93284063216659,52.5,25.328571428571426,799.5,374.4655954594603,10.924285714285714
1061,JACKSON,38.261,-120.94,2001,6,928.71,11.88,190.26,679.5,46.44,0,0,60.421052631578945,44.26315789473684,4.631578947368421,0.0,0.0,213.0,115.0,0.0,35.89473684210527,44.4,567.1999999999999,0.0,24.49
1062,BUTTE,38.266,-120.592,2015,9,29472.39,70.83,5385.15,10683.63,13317.84,0,0,45.666666666666664,35.0,8.166666666666666,3.6219934355604733,0.0,191.0,49.0,69.93284063216659,90.45833333333333,38.3,825.8416666666667,374.4655954594603,21.94
1063,PARDEE,38.27,-120.82,1988,6,623.07,9.99,157.95,385.29,69.84,0,1,52.588235294117645,37.05882352941177,3.7058823529411766,0.0,0.0,225.875,94.625,0.0,40.94705882352941,44.3625,440.9,0.0,24.936249999999998
1064,MASON,38.279,-120.469,1988,7,1680.57,2.34,609.12,696.6,370.71,0,0,65.0,48.57142857142857,10.285714285714286,18.071428571428573,7.071428571428571,161.21428571428572,30.142857142857142,199.57142857142858,56.00000000000001,37.142857142857146,750.342857142857,1835.4285714285713,18.57428571428571
1065,WILD,38.301,-122.169,2008,6,1654.83,2.16,644.67,882.72,108.27,0,0,43.68,32.44,4.16,0.0,0.0,208.76,65.84,0.0,63.804,42.29600000000001,459.1599999999999,0.0,23.445999999999998
1066,RIMROCK,38.305,-120.431,1996,8,1092.15,0.09,226.98,587.34,275.04,0,0,85.0,72.0,33.0,20.0,8.0,122.0,3.0,686.0,87.89999999999999,33.300000000000004,2129.4000000000005,2872.0,15.659999999999998
1067,NELSON,38.312,-121.999,2018,8,892.44,3.06,40.86,207.81,340.11,0,1,49.8235294117647,32.23529411764706,6.235294117647059,0.0,0.0,222.0,69.1875,0.0,57.205882352941174,40.4625,486.3352941176471,0.0,24.165000000000003
1068,BRIDGE,38.338,-120.467,1988,7,2740.95,5.67,658.08,922.14,1153.35,0,1,68.0,52.0,12.0,23.0,9.0,140.0,10.0,254.0,58.4,35.0,825.6,2336.0,16.650000000000002
1069,NUNS,38.349,-122.503,2017,10,22985.01,44.01,12588.12,7073.73,3110.94,0,0,67.0,49.4,10.4,3.6219934355604733,0.0,183.0,27.0,69.93284063216659,63.5,41.7,912.22,374.4655954594603,21.93
1070,PGE 8,38.349,-122.452,1996,8,940.05,2.61,337.95,353.34,246.15,0,0,80.8,61.4,16.4,0.0,0.0,218.0,71.0,0.0,80.38000000000001,43.29999999999999,1196.0200000000002,0.0,24.11
1071,ATLAS,38.364,-122.237,2017,10,20768.31,33.75,11692.89,6968.61,1842.39,0,0,67.0,50.0,15.0,3.6219934355604733,0.0,210.0,95.0,69.93284063216659,80.8,42.79999999999999,1067.7,374.4655954594603,24.459999999999997
1072,MCCORMICK,38.38,-119.875,2017,8,1775.97,0.63,265.14,570.24,928.17,1,0,93.0625,87.3125,24.25,15.0,19.41176470588235,91.29411764705883,17.352941176470587,533.0,114.82499999999999,30.05294117647059,1843.25,2015.0,14.144117647058822
1073,WHITT,38.382,-119.988,2003,8,460.8,2.43,132.12,245.79,69.57,1,1,77.85714285714286,54.285714285714285,4.928571428571429,20.0,8.933333333333334,143.66666666666666,16.0,203.0,40.307142857142864,34.95333333333334,564.2714285714286,2048.5,17.175333333333338
1074,DONNELL,38.383,-119.822,2018,8,14626.62,48.78,3634.11,4417.29,6282.63,0,1,74.58333333333333,74.58333333333333,10.666666666666666,3.6219934355604733,29.153846153846153,75.15384615384616,3.0,69.93284063216659,66.04166666666666,28.092307692307696,871.3000000000001,374.4655954594603,12.793076923076926
1075,BOOT,38.386,-119.429,2018,9,2813.49,41.85,449.01,1305.09,741.78,0,1,62.2,52.2,5.6,11.0,20.333333333333332,113.16666666666667,29.75,229.0,54.370000000000005,32.541666666666664,567.3799999999999,1143.0,15.910833333333334
1076,GATES,38.395,-122.055,1996,10,612.54,0.0,454.77,151.65,1.08,0,0,74.0,53.0,16.0,0.0,0.0,215.2608695652174,87.69565217391305,0.0,91.90000000000002,42.84782608695653,1100.5,0.0,24.631304347826084
